Try No,Score,Even Distribution Score,Cheapest Station,Costs,Amount of Stations,Lowest price,Highest price,Mean price,Lowest distribution,Highest distribution,Mean distribution,Average Time,Fails,How many Stations
0,"{'1': 25, '2': 21, '3': 17, '4': 17, '5': 3, '6': 0, '7': 0}",27.199999999999996,2,1751,5,,,,,,,,,
1,"{'1': 24, '2': 19, '3': 19, '4': 14, '5': 7, '6': 0, '7': 0}",24.4,2,1809,5,,,,,,,,,
2,"{'1': 24, '2': 21, '3': 17, '4': 13, '5': 8, '6': 0, '7': 0}",24.4,2,1820,5,,,,,,,,,
3,"{'1': 24, '2': 21, '3': 17, '4': 14, '5': 7, '6': 0, '7': 0}",24.4,2,1807,5,,,,,,,,,
4,"{'1': 22, '2': 20, '3': 20, '4': 16, '5': 5, '6': 0, '7': 0}",24.4,2,1786,5,,,,,,,,,
5,"{'1': 24, '2': 20, '3': 19, '4': 11, '5': 9, '6': 0, '7': 0}",26.4,2,1832,5,,,,,,,,,
6,"{'1': 22, '2': 19, '3': 18, '4': 15, '5': 9, '6': 0, '7': 0}",18.4,2,1845,5,,,,,,,,,
7,"{'1': 24, '2': 17, '3': 18, '4': 13, '5': 11, '6': 0, '7': 0}",18.4,2,1868,5,,,,,,,,,
8,"{'1': 23, '2': 22, '3': 15, '4': 15, '5': 8, '6': 0, '7': 0}",23.6,2,1825,5,,,,,,,,,
9,"{'1': 25, '2': 19, '3': 15, '4': 15, '5': 9, '6': 0, '7': 0}",21.6,2,1839,5,,,,,,,,,
10,"{'1': 25, '2': 21, '3': 21, '4': 13, '5': 3, '6': 0, '7': 0}",34.4,2,1743,5,,,,,,,,,
11,"{'1': 23, '2': 21, '3': 16, '4': 12, '5': 11, '6': 0, '7': 0}",21.6,2,1865,5,,,,,,,,,
12,"{'1': 25, '2': 19, '3': 17, '4': 14, '5': 8, '6': 0, '7': 0}",22.4,2,1822,5,,,,,,,,,
13,"{'1': 20, '2': 21, '3': 17, '4': 12, '5': 13, '6': 0, '7': 0}",16.4,2,1887,5,,,,,,,,,
14,"{'1': 25, '2': 21, '3': 14, '4': 13, '5': 10, '6': 0, '7': 0}",25.6,2,1848,5,,,,,,,,,
15,"{'1': 25, '2': 21, '3': 14, '4': 16, '5': 7, '6': 0, '7': 0}",25.6,2,1805,5,,,,,,,,,
16,"{'1': 27, '2': 19, '3': 15, '4': 10, '5': 12, '6': 0, '7': 0}",25.6,2,1844,5,,,,,,,,,
17,"{'1': 24, '2': 18, '3': 20, '4': 13, '5': 8, '6': 0, '7': 0}",24.4,2,1821,5,,,,,,,,,
18,"{'1': 24, '2': 20, '3': 15, '4': 14, '5': 10, '6': 0, '7': 0}",21.6,2,1853,5,,,,,,,,,
19,"{'1': 27, '2': 18, '3': 14, '4': 13, '5': 11, '6': 0, '7': 0}",23.6,2,1862,5,,,,,,,,,
20,"{'1': 26, '2': 18, '3': 16, '4': 13, '5': 10, '6': 0, '7': 0}",21.6,2,1849,5,,,,,,,,,
21,"{'1': 27, '2': 17, '3': 20, '4': 13, '5': 6, '6': 0, '7': 0}",28.4,2,1785,5,,,,,,,,,
22,"{'1': 22, '2': 22, '3': 18, '4': 11, '5': 10, '6': 0, '7': 0}",24.4,2,1849,5,,,,,,,,,
23,"{'1': 25, '2': 18, '3': 17, '4': 17, '5': 6, '6': 0, '7': 0}",21.199999999999996,2,1799,5,,,,,,,,,
24,"{'1': 27, '2': 15, '3': 18, '4': 15, '5': 8, '6': 0, '7': 0}",23.6,2,1821,5,,,,,,,,,
25,"{'1': 27, '2': 18, '3': 18, '4': 11, '5': 9, '6': 0, '7': 0}",26.4,2,1828,5,,,,,,,,,
26,"{'1': 24, '2': 20, '3': 19, '4': 12, '5': 8, '6': 0, '7': 0}",26.4,2,1819,5,,,,,,,,,
27,"{'1': 24, '2': 20, '3': 16, '4': 11, '5': 12, '6': 0, '7': 0}",21.6,2,1864,5,,,,,,,,,
28,"{'1': 25, '2': 18, '3': 18, '4': 12, '5': 10, '6': 0, '7': 0}",22.4,2,1849,5,,,,,,,,,
29,"{'1': 25, '2': 20, '3': 17, '4': 11, '5': 10, '6': 0, '7': 0}",24.4,2,1845,5,,,,,,,,,
30,"{'1': 23, '2': 17, '3': 21, '4': 14, '5': 8, '6': 0, '7': 0}",22.4,2,1824,5,,,,,,,,,
31,"{'1': 23, '2': 20, '3': 16, '4': 15, '5': 9, '6': 0, '7': 0}",19.6,2,1842,5,,,,,,,,,
32,"{'1': 26, '2': 16, '3': 18, '4': 13, '5': 10, '6': 0, '7': 0}",21.6,2,1849,5,,,,,,,,,
33,"{'1': 26, '2': 20, '3': 18, '4': 12, '5': 7, '6': 0, '7': 0}",28.4,2,1800,5,,,,,,,,,
