([512, 502, 518, 532], [4, 11, 7, 3, 2, 0, 0])
[14.8, 40.7, 25.9, 11.1, 7.4, 0.0, 0.0]
([512, 502, 518, 532], [4, 11, 7, 3, 2, 0, 0])
[14.8, 40.7, 25.9, 11.1, 7.4, 0.0, 0.0]
([512, 502, 518, 532], [4, 11, 7, 3, 2, 0, 0])
[14.8, 40.7, 25.9, 11.1, 7.4, 0.0, 0.0]
([512, 502, 518, 532], [4, 11, 7, 3, 2, 0, 0])
[14.8, 40.7, 25.9, 11.1, 7.4, 0.0, 0.0]
([512, 502, 518, 532], [4, 11, 7, 3, 2, 0, 0])
[14.8, 40.7, 25.9, 11.1, 7.4, 0.0, 0.0]
([512, 502, 518, 532], [4, 11, 7, 3, 2, 0, 0])
[14.8, 40.7, 25.9, 11.1, 7.4, 0.0, 0.0]
([512, 502, 518, 532], [4, 11, 7, 3, 2, 0, 0])
[14.8, 40.7, 25.9, 11.1, 7.4, 0.0, 0.0]
([512, 502, 518, 532], [4, 11, 7, 3, 2, 0, 0])
[14.8, 40.7, 25.9, 11.1, 7.4, 0.0, 0.0]
([512, 502, 518, 532], [4, 11, 7, 3, 2, 0, 0])
[14.8, 40.7, 25.9, 11.1, 7.4, 0.0, 0.0]
([512, 502, 518, 532], [4, 11, 7, 3, 2, 0, 0])
[14.8, 40.7, 25.9, 11.1, 7.4, 0.0, 0.0]
([512, 502, 518, 532], [4, 11, 7, 3, 2, 0, 0])
[14.8, 40.7, 25.9, 11.1, 7.4, 0.0, 0.0]
([512, 502, 518, 532], [4, 11, 7, 3, 2, 0, 0])
[14.8, 40.7, 25.9, 11.1, 7.4, 0.0, 0.0]
([512, 502, 518, 532], [4, 11, 7, 3, 2, 0, 0])
[14.8, 40.7, 25.9, 11.1, 7.4, 0.0, 0.0]
([512, 502, 518, 532], [4, 11, 7, 3, 2, 0, 0])
[14.8, 40.7, 25.9, 11.1, 7.4, 0.0, 0.0]
([512, 502, 518, 532], [4, 11, 7, 3, 2, 0, 0])
[14.8, 40.7, 25.9, 11.1, 7.4, 0.0, 0.0]
([512, 502, 518, 532], [4, 11, 7, 3, 2, 0, 0])
[14.8, 40.7, 25.9, 11.1, 7.4, 0.0, 0.0]
([512, 502, 518, 532], [4, 11, 7, 3, 2, 0, 0])
[14.8, 40.7, 25.9, 11.1, 7.4, 0.0, 0.0]
