Try No,Score,Even Distribution Score,Cheapest Station,Costs,Amount of Stations,Lowest price,Highest price,Mean price,Lowest distribution,Highest distribution,Mean distribution,Average Time,Fails,How many Stations
0,"{'1': 21, '2': 20, '3': 19, '4': 23, '5': 0, '6': 0, '7': 0}",42.3,2,1714,4,,,,,,,,,
,,,,,,1714,1714,1714.0,42.3,42.3,42.3,0.006836414337158203,99999,"{4: 1, 5: 0, 6: 0, 7: 0}"
