Try No,Score,Even Distribution Score,Cheapest Station,Costs,Amount of Stations,Lowest price,Time,Fails,How many Stations
24,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
25,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
26,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
27,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
28,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
29,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
30,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
31,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
32,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
33,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
34,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
35,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
36,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
37,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
38,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
39,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
40,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
41,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
42,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
43,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
44,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
45,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
46,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
47,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
48,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
49,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
50,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
51,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
52,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
53,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
54,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
55,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
56,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
57,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
58,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
59,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
60,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
61,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
62,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
63,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
64,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
65,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
66,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
67,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
68,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
69,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
70,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
71,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
72,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
73,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
74,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
75,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
76,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
77,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
78,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
79,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
80,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
81,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
82,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
83,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
84,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
85,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
86,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
87,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
88,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
89,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
90,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
91,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
92,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
93,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
94,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
95,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
96,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
97,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
98,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
99,"{'1': 11, '2': 8, '3': 5, '4': 2, '5': 1, '6': 0, '7': 0}",45.4,2,556,5,,,,
,,,,,,556,0.1376333236694336,0,"{4: 0, 5: 100, 6: 0, 7: 0}"
