Try No,Score,Even Distribution Score,Cheapest Station,Costs,Amount of Stations,Lowest price,Highest price,Mean price,Lowest distribution,Highest distribution,Mean distribution,Average Time,Fails,How many Stations
0,"{'1': 10, '2': 10, '3': 12, '4': 10, '5': 14, '6': 0, '7': 0}",25.6,2,1306,5,,,,,,,,,
1,"{'1': 10, '2': 14, '3': 10, '4': 11, '5': 11, '6': 0, '7': 0}",25.5,2,1307,5,,,,,,,,,
2,"{'1': 12, '2': 11, '3': 12, '4': 13, '5': 8, '6': 0, '7': 0}",25.4,2,1280,5,,,,,,,,,
3,"{'1': 12, '2': 11, '3': 12, '4': 12, '5': 9, '6': 0, '7': 0}",25.700000000000003,2,1297,5,,,,,,,,,
,,,,,,1280,1307,1297.5,25.4,25.700000000000003,25.55,0.004521012306213379,6,"{4: 0, 5: 4, 6: 0, 7: 0}"
