Try No,Score,Even Distribution Score,Cheapest Station,Costs,Amount of Stations,Lowest price,Highest price,Mean price,Lowest distribution,Highest distribution,Mean distribution,Average Time,Fails,How many Stations
3437,"{'1': 8, '2': 7, '3': 6, '4': 10, '5': 0, '6': 0, '7': 0}",5.0,2,635,4,,,,,,,,,
3438,"{'1': 10, '2': 7, '3': 7, '4': 7, '5': 0, '6': 0, '7': 0}",4.5,2,638,4,,,,,,,,,
3439,"{'1': 8, '2': 9, '3': 7, '4': 7, '5': 0, '6': 0, '7': 0}",3.0,2,639,4,,,,,,,,,
3440,"{'1': 9, '2': 7, '3': 7, '4': 8, '5': 0, '6': 0, '7': 0}",3.0,2,639,4,,,,,,,,,
3441,"{'1': 9, '2': 10, '3': 7, '4': 5, '5': 0, '6': 0, '7': 0}",7.0,2,632,4,,,,,,,,,
3442,"{'1': 6, '2': 9, '3': 7, '4': 9, '5': 0, '6': 0, '7': 0}",5.0,2,636,4,,,,,,,,,
3443,"{'1': 7, '2': 10, '3': 6, '4': 8, '5': 0, '6': 0, '7': 0}",5.0,2,635,4,,,,,,,,,
3444,"{'1': 10, '2': 8, '3': 6, '4': 7, '5': 0, '6': 0, '7': 0}",5.0,2,635,4,,,,,,,,,
3445,"{'1': 7, '2': 10, '3': 7, '4': 7, '5': 0, '6': 0, '7': 0}",4.5,2,638,4,,,,,,,,,
3446,"{'1': 9, '2': 8, '3': 7, '4': 7, '5': 0, '6': 0, '7': 0}",3.0,2,639,4,,,,,,,,,
3447,"{'1': 8, '2': 7, '3': 10, '4': 6, '5': 0, '6': 0, '7': 0}",5.0,2,635,4,,,,,,,,,
3448,"{'1': 7, '2': 9, '3': 7, '4': 8, '5': 0, '6': 0, '7': 0}",3.0,2,639,4,,,,,,,,,
3449,"{'1': 9, '2': 6, '3': 9, '4': 7, '5': 0, '6': 0, '7': 0}",5.0,2,636,4,,,,,,,,,
3450,"{'1': 8, '2': 9, '3': 7, '4': 7, '5': 0, '6': 0, '7': 0}",3.0,2,639,4,,,,,,,,,
3451,"{'1': 9, '2': 7, '3': 7, '4': 8, '5': 0, '6': 0, '7': 0}",3.0,2,639,4,,,,,,,,,
3452,"{'1': 6, '2': 9, '3': 8, '4': 8, '5': 0, '6': 0, '7': 0}",3.5,2,637,4,,,,,,,,,
3453,"{'1': 8, '2': 7, '3': 9, '4': 7, '5': 0, '6': 0, '7': 0}",3.0,2,639,4,,,,,,,,,
3454,"{'1': 7, '2': 8, '3': 9, '4': 7, '5': 0, '6': 0, '7': 0}",3.0,2,639,4,,,,,,,,,
3455,"{'1': 8, '2': 8, '3': 8, '4': 7, '5': 0, '6': 0, '7': 0}",1.5,2,641,4,,,,,,,,,
3456,"{'1': 10, '2': 6, '3': 9, '4': 6, '5': 0, '6': 0, '7': 0}",7.0,2,634,4,,,,,,,,,
3457,"{'1': 10, '2': 6, '3': 8, '4': 7, '5': 0, '6': 0, '7': 0}",5.0,2,635,4,,,,,,,,,
3458,"{'1': 8, '2': 7, '3': 8, '4': 8, '5': 0, '6': 0, '7': 0}",1.5,2,641,4,,,,,,,,,
3459,"{'1': 8, '2': 7, '3': 8, '4': 8, '5': 0, '6': 0, '7': 0}",1.5,2,641,4,,,,,,,,,
3460,"{'1': 9, '2': 7, '3': 9, '4': 6, '5': 0, '6': 0, '7': 0}",5.0,2,636,4,,,,,,,,,
3461,"{'1': 9, '2': 7, '3': 9, '4': 6, '5': 0, '6': 0, '7': 0}",5.0,2,636,4,,,,,,,,,
3462,"{'1': 6, '2': 8, '3': 10, '4': 7, '5': 0, '6': 0, '7': 0}",5.0,2,635,4,,,,,,,,,
3463,"{'1': 7, '2': 10, '3': 7, '4': 7, '5': 0, '6': 0, '7': 0}",4.5,2,638,4,,,,,,,,,
3464,"{'1': 8, '2': 8, '3': 7, '4': 8, '5': 0, '6': 0, '7': 0}",1.5,2,641,4,,,,,,,,,
3465,"{'1': 9, '2': 8, '3': 7, '4': 7, '5': 0, '6': 0, '7': 0}",3.0,2,639,4,,,,,,,,,
