Try No,Score,Even Distribution Score,Cheapest Station,Costs,Amount of Stations,Lowest price,Highest price,Mean price,Lowest distribution,Highest distribution,Mean distribution,Average Time,Fails,How many Stations
0,"{'1': 15, '2': 14, '3': 12, '4': 15, '5': 0, '6': 0, '7': 0}",39.9,2,1155,4,,,,,,,,,
1,"{'1': 16, '2': 12, '3': 15, '4': 13, '5': 0, '6': 0, '7': 0}",39.8,2,1153,4,,,,,,,,,
2,"{'1': 15, '2': 11, '3': 18, '4': 12, '5': 0, '6': 0, '7': 0}",39.6,2,1147,4,,,,,,,,,
3,"{'1': 15, '2': 13, '3': 13, '4': 15, '5': 0, '6': 0, '7': 0}",39.8,2,1157,4,,,,,,,,,
4,"{'1': 11, '2': 17, '3': 14, '4': 14, '5': 0, '6': 0, '7': 0}",39.699999999999996,2,1150,4,,,,,,,,,
5,"{'1': 14, '2': 13, '3': 15, '4': 14, '5': 0, '6': 0, '7': 0}",39.9,2,1158,4,,,,,,,,,
6,"{'1': 14, '2': 16, '3': 14, '4': 12, '5': 0, '6': 0, '7': 0}",39.9,2,1154,4,,,,,,,,,
7,"{'1': 12, '2': 14, '3': 14, '4': 16, '5': 0, '6': 0, '7': 0}",39.9,2,1154,4,,,,,,,,,
8,"{'1': 17, '2': 12, '3': 14, '4': 13, '5': 0, '6': 0, '7': 0}",39.8,2,1152,4,,,,,,,,,
9,"{'1': 13, '2': 14, '3': 13, '4': 16, '5': 0, '6': 0, '7': 0}",39.8,2,1156,4,,,,,,,,,
10,"{'1': 14, '2': 14, '3': 14, '4': 14, '5': 0, '6': 0, '7': 0}",40.0,2,1162,4,,,,,,,,,
11,"{'1': 15, '2': 12, '3': 15, '4': 14, '5': 0, '6': 0, '7': 0}",39.9,2,1155,4,,,,,,,,,
12,"{'1': 12, '2': 16, '3': 13, '4': 15, '5': 0, '6': 0, '7': 0}",39.8,2,1153,4,,,,,,,,,
13,"{'1': 12, '2': 13, '3': 13, '4': 18, '5': 0, '6': 0, '7': 0}",39.699999999999996,2,1151,4,,,,,,,,,
14,"{'1': 15, '2': 12, '3': 14, '4': 15, '5': 0, '6': 0, '7': 0}",39.9,2,1155,4,,,,,,,,,
