Try No,Score,Even Distribution Score,Cheapest Station,Costs,Amount of Stations,Lowest price,Highest price,Mean price,Lowest distribution,Highest distribution,Mean distribution,Average Time,Fails,How many Stations
0,"{'1': 11, '2': 8, '3': 6, '4': 6, '5': 0, '6': 0, '7': 0}",32.7,2,633,4,,,,,,,,,
1,"{'1': 11, '2': 7, '3': 7, '4': 6, '5': 0, '6': 0, '7': 0}",32.8,2,634,4,,,,,,,,,
2,"{'1': 9, '2': 8, '3': 7, '4': 7, '5': 0, '6': 0, '7': 0}",33.4,2,639,4,,,,,,,,,
3,"{'1': 9, '2': 9, '3': 6, '4': 7, '5': 0, '6': 0, '7': 0}",33.199999999999996,2,636,4,,,,,,,,,
4,"{'1': 11, '2': 6, '3': 8, '4': 6, '5': 0, '6': 0, '7': 0}",32.7,2,633,4,,,,,,,,,
5,"{'1': 9, '2': 9, '3': 6, '4': 7, '5': 0, '6': 0, '7': 0}",33.199999999999996,2,636,4,,,,,,,,,
6,"{'1': 10, '2': 7, '3': 7, '4': 7, '5': 0, '6': 0, '7': 0}",33.2,2,638,4,,,,,,,,,
,,,,,,633,639,635.5714285714286,32.7,33.4,33.028571428571425,0.002987282616751535,99993,"{4: 7, 5: 0, 6: 0, 7: 0}"
