Try No,Score,Even Distribution Score,Cheapest Station,Costs,Amount of Stations,Lowest price,Highest price,Mean price,Lowest distribution,Highest distribution,Mean distribution,Average Time,Fails,How many Stations
0,"{'1': 9, '2': 7, '3': 6, '4': 5, '5': 0, '6': 0, '7': 0}",5.0,2,552,4,,,,,,,,,
1,"{'1': 9, '2': 9, '3': 4, '4': 3, '5': 1, '6': 1, '7': 0}",18.0,2,577,6,,,,,,,,,
2,"{'1': 9, '2': 8, '3': 4, '4': 5, '5': 1, '6': 0, '7': 0}",12.4,2,564,5,,,,,,,,,
3,"{'1': 9, '2': 9, '3': 6, '4': 3, '5': 0, '6': 0, '7': 0}",9.0,2,546,4,,,,,,,,,
4,"{'1': 10, '2': 7, '3': 6, '4': 3, '5': 1, '6': 0, '7': 0}",13.6,2,561,5,,,,,,,,,
5,"{'1': 9, '2': 9, '3': 4, '4': 4, '5': 1, '6': 0, '7': 0}",14.4,2,563,5,,,,,,,,,
6,"{'1': 7, '2': 9, '3': 4, '4': 6, '5': 1, '6': 0, '7': 0}",11.6,2,565,5,,,,,,,,,
7,"{'1': 11, '2': 6, '3': 5, '4': 4, '5': 0, '6': 0, '7': 1}",12.4,2,562,7,,,,,,,,,
8,"{'1': 11, '2': 7, '3': 6, '4': 3, '5': 0, '6': 0, '7': 0}",9.0,2,544,4,,,,,,,,,
9,"{'1': 8, '2': 9, '3': 6, '4': 4, '5': 0, '6': 0, '7': 0}",7.0,2,549,4,,,,,,,,,
10,"{'1': 9, '2': 8, '3': 6, '4': 3, '5': 1, '6': 0, '7': 0}",13.6,2,562,5,,,,,,,,,
11,"{'1': 9, '2': 8, '3': 6, '4': 3, '5': 0, '6': 0, '7': 1}",13.6,2,562,7,,,,,,,,,
12,"{'1': 10, '2': 7, '3': 5, '4': 3, '5': 2, '6': 0, '7': 0}",12.4,2,576,5,,,,,,,,,
13,"{'1': 9, '2': 8, '3': 6, '4': 2, '5': 2, '6': 0, '7': 0}",13.6,2,575,5,,,,,,,,,
14,"{'1': 8, '2': 8, '3': 6, '4': 3, '5': 2, '6': 0, '7': 0}",11.6,2,579,5,,,,,,,,,
15,"{'1': 7, '2': 9, '3': 4, '4': 5, '5': 2, '6': 0, '7': 0}",10.4,2,580,5,,,,,,,,,
16,"{'1': 10, '2': 8, '3': 5, '4': 2, '5': 2, '6': 0, '7': 0}",14.4,2,573,5,,,,,,,,,
17,"{'1': 10, '2': 6, '3': 6, '4': 5, '5': 0, '6': 0, '7': 0}",6.5,2,551,4,,,,,,,,,
