Try No,Score,Even Distribution Score,Cheapest Station,Costs,Amount of Stations,Lowest price,Highest price,Mean price,Lowest distribution,Highest distribution,Mean distribution,Average Time,Fails,How many Stations
0,"{'1': 22, '2': 14, '3': 11, '4': 5, '5': 2, '6': 2, '7': 0}",38.00000000000001,2,1190,6,,,,,,,,,
1,"{'1': 21, '2': 11, '3': 10, '4': 6, '5': 3, '6': 3, '7': 2}",36.0,2,1262,7,,,,,,,,,
2,"{'1': 20, '2': 11, '3': 11, '4': 5, '5': 4, '6': 3, '7': 2}",36.0,2,1277,7,,,,,,,,,
3,"{'1': 21, '2': 12, '3': 10, '4': 5, '5': 4, '6': 2, '7': 2}",38.0,2,1258,7,,,,,,,,,
4,"{'1': 20, '2': 14, '3': 12, '4': 4, '5': 3, '6': 0, '7': 3}",36.00000000000001,2,1223,7,,,,,,,,,
5,"{'1': 19, '2': 14, '3': 12, '4': 6, '5': 2, '6': 3, '7': 0}",34.00000000000001,2,1213,6,,,,,,,,,
6,"{'1': 19, '2': 13, '3': 11, '4': 7, '5': 3, '6': 2, '7': 1}",38.0,2,1233,7,,,,,,,,,
7,"{'1': 21, '2': 11, '3': 9, '4': 8, '5': 3, '6': 2, '7': 2}",34.0,2,1250,7,,,,,,,,,
8,"{'1': 21, '2': 10, '3': 12, '4': 8, '5': 2, '6': 1, '7': 2}",38.0,2,1217,7,,,,,,,,,
9,"{'1': 19, '2': 11, '3': 10, '4': 10, '5': 3, '6': 2, '7': 1}",36.0,2,1241,7,,,,,,,,,
10,"{'1': 17, '2': 15, '3': 11, '4': 7, '5': 4, '6': 1, '7': 1}",38.0,2,1234,7,,,,,,,,,
11,"{'1': 22, '2': 11, '3': 12, '4': 4, '5': 6, '6': 1, '7': 0}",34.00000000000001,2,1208,6,,,,,,,,,
12,"{'1': 19, '2': 12, '3': 11, '4': 7, '5': 4, '6': 2, '7': 1}",36.0,2,1249,7,,,,,,,,,
13,"{'1': 21, '2': 13, '3': 9, '4': 7, '5': 4, '6': 1, '7': 1}",38.0,2,1228,7,,,,,,,,,
14,"{'1': 19, '2': 14, '3': 12, '4': 5, '5': 2, '6': 1, '7': 3}",42.0,2,1228,7,,,,,,,,,
15,"{'1': 17, '2': 14, '3': 8, '4': 7, '5': 2, '6': 4, '7': 4}",30.0,2,1300,7,,,,,,,,,
16,"{'1': 21, '2': 11, '3': 10, '4': 11, '5': 0, '6': 2, '7': 1}",31.333333333333336,2,1189,7,,,,,,,,,
17,"{'1': 22, '2': 11, '3': 9, '4': 5, '5': 6, '6': 3, '7': 0}",28.66666666666667,2,1256,6,,,,,,,,,
18,"{'1': 19, '2': 13, '3': 10, '4': 6, '5': 4, '6': 1, '7': 3}",36.0,2,1262,7,,,,,,,,,
19,"{'1': 20, '2': 13, '3': 12, '4': 5, '5': 4, '6': 1, '7': 1}",42.0,2,1226,7,,,,,,,,,
20,"{'1': 22, '2': 12, '3': 9, '4': 7, '5': 3, '6': 3, '7': 0}",30.66666666666667,2,1227,6,,,,,,,,,
21,"{'1': 20, '2': 13, '3': 11, '4': 5, '5': 4, '6': 0, '7': 3}",32.0,2,1241,7,,,,,,,,,
22,"{'1': 21, '2': 11, '3': 7, '4': 8, '5': 6, '6': 1, '7': 2}",32.0,2,1276,7,,,,,,,,,
23,"{'1': 20, '2': 13, '3': 12, '4': 7, '5': 4, '6': 0, '7': 0}",22.8,2,1197,5,,,,,,,,,
24,"{'1': 23, '2': 11, '3': 11, '4': 7, '5': 4, '6': 0, '7': 0}",23.599999999999998,2,1193,5,,,,,,,,,
25,"{'1': 20, '2': 12, '3': 10, '4': 6, '5': 5, '6': 1, '7': 2}",36.0,2,1260,7,,,,,,,,,
26,"{'1': 20, '2': 11, '3': 9, '4': 6, '5': 4, '6': 3, '7': 3}",32.0,2,1296,7,,,,,,,,,
